Reporter,type_Reporter,Partner,Flow,Item_code,type_Item,Year,Reported_value,Final_value,Final_value_methodology,Balanced_value
888,c,CH,X,SC,s,2014,4.511108,4.402788,R_EU_ITS,8.278689
888,c,CH,X,SD,s,2014,199.682869,191.236158,E1,131.783664
888,c,CH,X,SE,s,2014,4.909147,2.49087,R_EU_ITS,0.247602
888,c,CH,X,SF,s,2014,5.705225,5.275016,R_EU_ITS,1.2642
888,c,CH,X,SG,s,2014,,0.013186,E8.2,0.118847
888,c,CH,X,SH,s,2014,,0.041617,E8.2,5.412867
888,c,CH,X,SI,s,2014,2.653593,2.766018,R_EU_ITS,0.695877
888,c,CH,X,SJ,s,2014,12.737246,16.223188,E1,6.565265
888,c,CH,X,SK,s,2014,0.265359,0.251631,R_EU_ITS,0.074454
888,c,CH,X,SL,s,2014,1.459476,1.970472,R_EU_ITS,1.190299
888,c,CH,X,S,s,2015,218.869211,212.560085,E1,145.13066
888,c,CH,X,SA,s,2015,,0.79501,E8.2,0.432015
888,c,CH,X,SB,s,2015,,0.0,W0,0.024417
888,c,CH,X,SC,s,2015,8.652711,8.145854,E1,7.319233
888,c,CH,X,SD,s,2015,180.930402,172.968439,R_EU_ITS,122.703574
888,c,CH,X,SE,s,2015,5.546609,2.54897,R_EU_ITS,0.274748
888,c,CH,X,SF,s,2015,3.882627,3.905612,R_EU_ITS,0.957053
888,c,CH,X,SG,s,2015,0.110932,0.055908,R_EU_ITS,0.119332
888,c,CH,X,SH,s,2015,0.110932,0.048347,R_EU_ITS,4.745485
888,c,CH,X,SI,s,2015,6.766864,8.075777,E1,1.43651
888,c,CH,X,SJ,s,2015,11.536948,14.196758,R_EU_ITS,5.952409
888,c,CH,X,SK,s,2015,0.110932,0.091845,R_EU_ITS,0.051538
888,c,CH,X,SL,s,2015,1.220254,1.727565,R_EU_ITS,1.114346
888,c,CH,X,S,s,2016,261.42299,252.362788,R_EU_ITS,164.425211
888,c,CH,X,SA,s,2016,,0.890749,E8.2,0.471543
888,c,CH,X,SB,s,2016,,0.0,W0,0.020684
888,c,CH,X,SC,s,2016,8.072707,7.624785,R_EU_ITS,7.023349
888,c,CH,X,SD,s,2016,224.045253,212.320311,E1,141.001857
888,c,CH,X,SE,s,2016,5.639836,2.709105,R_EU_ITS,0.242798
888,c,CH,X,SF,s,2016,3.649306,4.17055,R_EU_ITS,1.027429
888,c,CH,X,SG,s,2016,,0.048628,E8.2,0.171184
888,c,CH,X,SH,s,2016,,0.0,W0,5.323973
888,c,CH,X,SI,s,2016,4.423401,5.931488,E1,1.278799
888,c,CH,X,SJ,s,2016,14.265468,16.836201,R_EU_ITS,6.587207
888,c,CH,X,SK,s,2016,,0.055813,E8.2,0.060187
888,c,CH,X,SL,s,2016,1.32702,1.775158,R_EU_ITS,1.216202
888,c,CH,X,S,s,2017,222.408295,216.154515,E1,146.296219
888,c,CH,X,SA,s,2017,,1.142037,E8.2,0.644446
888,c,CH,X,SB,s,2017,,0.0,W0,0.021528
888,c,CH,X,SC,s,2017,8.792624,8.14923,R_EU_ITS,7.043828
888,c,CH,X,SD,s,2017,183.856021,175.775298,R_EU_ITS,124.439903
888,c,CH,X,SE,s,2017,5.636297,2.668467,R_EU_ITS,0.206369
888,c,CH,X,SF,s,2017,3.945408,3.915489,R_EU_ITS,1.084398
888,c,CH,X,SG,s,2017,0.112726,0.055695,R_EU_ITS,0.130461
888,c,CH,X,SH,s,2017,0.112726,0.051077,R_EU_ITS,3.716724
888,c,CH,X,SI,s,2017,6.876283,8.180309,E1,1.768198
888,c,CH,X,SJ,s,2017,11.723499,14.369963,R_EU_ITS,6.000541
888,c,CH,X,SK,s,2017,0.112726,0.095435,R_EU_ITS,0.055068
888,c,CH,X,SL,s,2017,1.239985,1.751514,R_EU_ITS,1.184754
888,c,CH,X,S,s,2018,330.333892,327.159623,R_EU_ITS,208.17563
888,c,CH,X,SA,s,2018,0.354056,0.147072,R_EU_ITS,0.089131
888,c,CH,X,SB,s,2018,,0.0,W0,0.047387
888,c,CH,X,SC,s,2018,12.037891,14.509676,R_EU_ITS,11.478257
888,c,CH,X,SD,s,2018,275.809327,265.413476,R_EU_ITS,175.514302
888,c,CH,X,SE,s,2018,4.01263,2.523578,R_EU_ITS,0.178519
888,c,CH,X,SF,s,2018,3.186501,3.113532,R_EU_ITS,0.808976
888,c,CH,X,SG,s,2018,0.354056,0.155559,R_EU_ITS,0.210612
888,c,CH,X,SH,s,2018,,0.028331,E8.2,5.768083
888,c,CH,X,SI,s,2018,7.317149,9.509272,R_EU_ITS,2.074831
888,c,CH,X,SJ,s,2018,25.137949,29.201943,E1,10.330644
888,c,CH,X,SK,s,2018,0.590093,0.519853,R_EU_ITS,0.211882
888,c,CH,X,SL,s,2018,1.534241,2.037332,R_EU_ITS,1.463007
888,c,CH,X,S,s,2019,327.755666,322.930875,R_EU_ITS,204.805405
888,c,CH,X,SA,s,2019,0.335815,0.159349,R_EU_ITS,0.099067
888,c,CH,X,SB,s,2019,,0.0,W0,0.046685
888,c,CH,X,SC,s,2019,10.298334,12.395425,R_EU_ITS,10.409376
888,c,CH,X,SD,s,2019,272.905845,260.376799,R_EU_ITS,175.010661
888,c,CH,X,SE,s,2019,2.574583,1.865409,R_EU_ITS,0.144417
888,c,CH,X,SF,s,2019,3.693968,3.694789,R_EU_ITS,0.869298
888,c,CH,X,SG,s,2019,,0.036203,E8.2,0.160626
888,c,CH,X,SH,s,2019,,0.094422,E8.2,3.915532
888,c,CH,X,SI,s,2019,10.522211,13.221192,E1,2.653072
888,c,CH,X,SJ,s,2019,24.962266,28.22433,R_EU_ITS,9.796929
888,c,CH,X,SK,s,2019,1.007446,1.030007,R_EU_ITS,0.382416
888,c,CH,X,SL,s,2019,1.343261,1.832948,R_EU_ITS,1.317326
888,c,CH,X,S,s,2020,185.290382,181.859418,R_EU_ITS,126.849843
888,c,CH,X,SA,s,2020,0.341864,0.180913,R_EU_ITS,0.127202
888,c,CH,X,SB,s,2020,,0.0,W0,0.050313
888,c,CH,X,SC,s,2020,11.851291,13.743917,R_EU_ITS,13.257273
888,c,CH,X,SD,s,2020,113.270996,102.794069,R_EU_ITS,83.827197
888,c,CH,X,SE,s,2020,2.279094,1.152393,R_EU_ITS,0.128756
888,c,CH,X,SF,s,2020,3.988415,3.487201,R_EU_ITS,0.845924
888,c,CH,X,SG,s,2020,0.113955,0.052288,R_EU_ITS,0.219436
888,c,CH,X,SH,s,2020,0.227909,0.12069,R_EU_ITS,6.788872
888,c,CH,X,SI,s,2020,17.435073,20.691952,R_EU_ITS,5.003765
888,c,CH,X,SJ,s,2020,34.186417,37.632236,R_EU_ITS,14.815811
888,c,CH,X,SK,s,2020,0.341864,0.29442,R_EU_ITS,0.162341
888,c,CH,X,SL,s,2020,1.253502,1.709339,R_EU_ITS,1.622954
888,c,CH,X,S,s,2021,429.895971,419.324238,E1,264.21714
888,c,CH,X,SA,s,2021,0.591329,0.349916,R_EU_ITS,0.217026
888,c,CH,X,SB,s,2021,,0.0,W0,0.096735
888,c,CH,X,SC,s,2021,15.019749,19.560625,R_EU_ITS,22.69757
888,c,CH,X,SD,s,2021,333.27286,312.522766,R_EU_ITS,203.622013
888,c,CH,X,SE,s,2021,15.492812,9.428574,R_EU_ITS,0.933294
888,c,CH,X,SF,s,2021,1.773986,1.822056,R_EU_ITS,0.683036
888,c,CH,X,SG,s,2021,0.709594,0.395698,R_EU_ITS,0.469803
888,c,CH,X,SH,s,2021,,0.087652,E8.2,6.360979
888,c,CH,X,SI,s,2021,29.566435,36.606131,E1,8.289395
888,c,CH,X,SJ,s,2021,28.502044,32.826663,R_EU_ITS,17.365356
888,c,CH,X,SK,s,2021,3.666238,3.865899,R_EU_ITS,1.278185
888,c,CH,X,SL,s,2021,1.300923,1.858259,R_EU_ITS,2.203747
888,c,CH,X,S,s,2022,477.871872,464.207851,E1,294.936581
888,c,CH,X,SA,s,2022,0.946489,0.609736,R_EU_ITS,0.399587
888,c,CH,X,SB,s,2022,,0.0,W0,0.055647
888,c,CH,X,SC,s,2022,22.505409,27.329035,E1,20.946826
888,c,CH,X,SD,s,2022,345.363386,326.595846,R_EU_ITS,241.545737
888,c,CH,X,SE,s,2022,22.295079,13.721763,R_EU_ITS,1.291279
888,c,CH,X,SF,s,2022,1.577482,1.593045,R_EU_ITS,0.530546
888,c,CH,X,SG,s,2022,0.630993,0.331609,R_EU_ITS,0.344998
888,c,CH,X,SH,s,2022,,0.031671,E8.2,1.215133
888,c,CH,X,SI,s,2022,49.84843,56.913747,R_EU_ITS,12.055672
888,c,CH,X,SJ,s,2022,19.140115,21.077691,E1,11.189189
888,c,CH,X,SK,s,2022,14.618,14.58428,R_EU_ITS,3.779347
888,c,CH,X,SL,s,2022,0.946489,1.419427,R_EU_ITS,1.582621
888,c,CH,X,S,s,2023,536.419836,518.866299,R_EU_ITS,350.031355
888,c,CH,X,SA,s,2023,0.540637,0.404083,R_EU_ITS,0.282655
888,c,CH,X,SB,s,2023,,0.0,W0,0.079358
888,c,CH,X,SC,s,2023,16.435359,20.148491,R_EU_ITS,36.844205
888,c,CH,X,SD,s,2023,390.988536,366.02605,R_EU_ITS,274.979024
888,c,CH,X,SE,s,2023,17.516632,11.373372,R_EU_ITS,1.071614
888,c,CH,X,SF,s,2023,1.838165,1.982418,R_EU_ITS,0.773027
888,c,CH,X,SG,s,2023,0.973146,0.482026,R_EU_ITS,0.34973
888,c,CH,X,SH,s,2023,,0.097737,E8.2,1.175082
888,c,CH,X,SI,s,2023,60.335067,66.512083,R_EU_ITS,12.980746
888,c,CH,X,SJ,s,2023,26.166821,30.249506,R_EU_ITS,16.831857
888,c,CH,X,SK,s,2023,20.544199,20.158558,R_EU_ITS,3.542191
888,c,CH,X,SL,s,2023,1.081274,1.431975,R_EU_ITS,1.121866
888,c,CH,X,S,s,2024,629.990512,621.429759,E1,428.52084
888,c,CH,X,SA,s,2024,1.297835,1.006977,R_EU_ITS,0.726439
888,c,CH,X,SB,s,2024,,0.0,W0,0.108559
888,c,CH,X,SC,s,2024,19.791977,26.947409,R_EU_ITS,55.116463
888,c,CH,X,SD,s,2024,446.563231,425.128703,R_EU_ITS,324.930081
888,c,CH,X,SE,s,2024,31.905099,25.967996,R_EU_ITS,2.196026
888,c,CH,X,SF,s,2024,1.838599,1.902694,R_EU_ITS,0.825261
888,c,CH,X,SG,s,2024,1.189682,0.591927,R_EU_ITS,0.420611
888,c,CH,X,SH,s,2024,,0.073497,E8.2,3.025877
888,c,CH,X,SI,s,2024,70.407523,77.531907,R_EU_ITS,12.537234
888,c,CH,X,SJ,s,2024,40.557329,44.397088,R_EU_ITS,25.321273
888,c,CH,X,SK,s,2024,15.357709,16.47525,R_EU_ITS,2.063613
888,c,CH,X,SL,s,2024,1.081529,1.40631,R_EU_ITS,1.249404
AE,c,CH,X,S,s,2005,,129.364298,M8.2,324.984072
AE,c,CH,X,SA,s,2005,,0.0,W0,0.0
AE,c,CH,X,SB,s,2005,,0.0,W0,3.2676
AE,c,CH,X,SC,s,2005,,45.973453,M2.2,68.377344
AE,c,CH,X,SD,s,2005,,75.469802,M2.2,112.802855
AE,c,CH,X,SE,s,2005,,0.0,W0,1.812693
AE,c,CH,X,SF,s,2005,,0.0,W0,1.25604
AE,c,CH,X,SG,s,2005,,0.0,W0,9.476093
AE,c,CH,X,SH,s,2005,,0.0,W0,4.110788
AE,c,CH,X,SI,s,2005,,0.0,W0,13.209252
AE,c,CH,X,SJ,s,2005,,0.0,W0,99.500376
AE,c,CH,X,SK,s,2005,,0.0,W0,2.116452
AE,c,CH,X,SL,s,2005,,7.921044,M2.2,9.05458
AE,c,CH,X,S,s,2006,,186.012524,M8.2,343.854715
AE,c,CH,X,SA,s,2006,,0.0,W0,0.0
AE,c,CH,X,SB,s,2006,,0.0,W0,3.398122
AE,c,CH,X,SC,s,2006,,56.919878,M2.2,68.42099
AE,c,CH,X,SD,s,2006,,119.981955,M2.2,124.523529
AE,c,CH,X,SE,s,2006,,0.0,W0,1.805748
AE,c,CH,X,SF,s,2006,,0.0,W0,1.636026
AE,c,CH,X,SG,s,2006,,0.0,W0,11.614957
AE,c,CH,X,SH,s,2006,,0.0,W0,4.03535
AE,c,CH,X,SI,s,2006,,0.0,W0,13.44542
AE,c,CH,X,SJ,s,2006,,0.0,W0,105.307444
AE,c,CH,X,SK,s,2006,,0.0,W0,2.097323
AE,c,CH,X,SL,s,2006,,9.110691,M2.2,7.569805
AE,c,CH,X,S,s,2007,,218.510619,M8.2,396.806283
AE,c,CH,X,SA,s,2007,,0.0,W0,0.0
AE,c,CH,X,SB,s,2007,,0.0,W0,4.326139
AE,c,CH,X,SC,s,2007,,60.761108,M2.2,76.441376
AE,c,CH,X,SD,s,2007,,148.137411,M2.2,143.249747
AE,c,CH,X,SE,s,2007,,0.0,W0,1.855641
AE,c,CH,X,SF,s,2007,,0.0,W0,2.107524
AE,c,CH,X,SG,s,2007,,0.0,W0,16.825898
AE,c,CH,X,SH,s,2007,,0.0,W0,5.701472
AE,c,CH,X,SI,s,2007,,0.0,W0,14.946461
AE,c,CH,X,SJ,s,2007,,0.0,W0,121.113068
AE,c,CH,X,SK,s,2007,,0.0,W0,2.394819
AE,c,CH,X,SL,s,2007,,9.6121,M2.2,7.844139
AE,c,CH,X,S,s,2008,,259.536665,M8.2,456.744499
AE,c,CH,X,SA,s,2008,,0.0,W0,0.0
AE,c,CH,X,SB,s,2008,,0.0,W0,5.017443
AE,c,CH,X,SC,s,2008,,78.057693,M2.2,92.075176
AE,c,CH,X,SD,s,2008,,172.131318,M2.2,157.912357
AE,c,CH,X,SE,s,2008,,0.0,W0,2.065015
AE,c,CH,X,SF,s,2008,,0.0,W0,2.330668
AE,c,CH,X,SG,s,2008,,0.0,W0,20.377659
AE,c,CH,X,SH,s,2008,,0.0,W0,6.624475
AE,c,CH,X,SI,s,2008,,0.0,W0,17.499678
AE,c,CH,X,SJ,s,2008,,0.0,W0,142.890897
AE,c,CH,X,SK,s,2008,,0.0,W0,2.52755
AE,c,CH,X,SL,s,2008,,9.347654,M2.2,7.423582
AE,c,CH,X,S,s,2009,,275.492348,M8.2,449.194031
AE,c,CH,X,SA,s,2009,,0.0,W0,0.0
AE,c,CH,X,SB,s,2009,,0.0,W0,5.143071
AE,c,CH,X,SC,s,2009,,91.967918,M2.2,92.107147
AE,c,CH,X,SD,s,2009,,174.097713,M2.2,154.275231
AE,c,CH,X,SE,s,2009,,0.0,W0,1.975131
AE,c,CH,X,SF,s,2009,,0.0,W0,3.268088
AE,c,CH,X,SG,s,2009,,0.0,W0,17.647803
AE,c,CH,X,SH,s,2009,,0.0,W0,9.196589
AE,c,CH,X,SI,s,2009,,0.0,W0,18.737278
AE,c,CH,X,SJ,s,2009,,0.0,W0,136.868174
AE,c,CH,X,SK,s,2009,,0.0,W0,2.862607
AE,c,CH,X,SL,s,2009,,9.426717,M2.2,7.112913
AE,c,CH,X,S,s,2010,,317.844321,M8.2,502.828931
AE,c,CH,X,SA,s,2010,,0.0,W0,0.0
AE,c,CH,X,SB,s,2010,,0.0,W0,5.860135
AE,c,CH,X,SC,s,2010,,104.718796,M2.2,101.829726
AE,c,CH,X,SD,s,2010,,202.995207,M2.2,167.813252
AE,c,CH,X,SE,s,2010,,0.0,W0,2.165077
AE,c,CH,X,SF,s,2010,,0.0,W0,3.307994
AE,c,CH,X,SG,s,2010,,0.0,W0,16.616877
AE,c,CH,X,SH,s,2010,,0.0,W0,11.961307
AE,c,CH,X,SI,s,2010,,0.0,W0,21.676296
AE,c,CH,X,SJ,s,2010,,0.0,W0,161.450027
AE,c,CH,X,SK,s,2010,,0.0,W0,3.111569
AE,c,CH,X,SL,s,2010,,10.130317,M2.2,7.036671
AE,c,CH,X,S,s,2011,,345.632152,M8.2,605.933523
AE,c,CH,X,SA,s,2011,,0.0,W0,0.0
AE,c,CH,X,SB,s,2011,,0.0,W0,7.126046
AE,c,CH,X,SC,s,2011,,119.219313,M2.2,119.562158
AE,c,CH,X,SD,s,2011,,216.130456,M2.2,193.564681
AE,c,CH,X,SE,s,2011,,0.0,W0,2.576429
AE,c,CH,X,SF,s,2011,,0.0,W0,3.525937
AE,c,CH,X,SG,s,2011,,0.0,W0,18.059086
AE,c,CH,X,SH,s,2011,,0.0,W0,17.750523
AE,c,CH,X,SI,s,2011,,0.0,W0,25.478763
AE,c,CH,X,SJ,s,2011,,0.0,W0,206.686672
AE,c,CH,X,SK,s,2011,,0.0,W0,3.733942
AE,c,CH,X,SL,s,2011,,10.282383,M2.2,7.869286
AE,c,CH,X,S,s,2012,,435.790779,M8.2,798.335674
AE,c,CH,X,SA,s,2012,,0.0,W0,0.024014
AE,c,CH,X,SB,s,2012,,0.0,W0,6.115285
AE,c,CH,X,SC,s,2012,,179.499676,M2.2,154.463208
AE,c,CH,X,SD,s,2012,,245.538952,M2.2,276.305968
AE,c,CH,X,SE,s,2012,,0.0,W0,2.20816
AE,c,CH,X,SF,s,2012,,0.0,W0,4.254233
AE,c,CH,X,SG,s,2012,,0.0,W0,25.473005
AE,c,CH,X,SH,s,2012,,0.0,W0,104.189122
AE,c,CH,X,SI,s,2012,,0.0,W0,22.321663
AE,c,CH,X,SJ,s,2012,,0.0,W0,189.664502
AE,c,CH,X,SK,s,2012,,0.0,W0,3.798002
AE,c,CH,X,SL,s,2012,,10.752151,M2.2,9.518511
AE,c,CH,X,S,s,2013,,576.270366,M8.2,848.081871
AE,c,CH,X,SA,s,2013,,0.0,W0,0.010739
AE,c,CH,X,SB,s,2013,,0.0,W0,6.487512
AE,c,CH,X,SC,s,2013,,313.618684,M2.2,210.708618
AE,c,CH,X,SD,s,2013,,252.289328,M2.2,253.445915
AE,c,CH,X,SE,s,2013,,0.0,W0,2.199405
AE,c,CH,X,SF,s,2013,,0.0,W0,4.586532
AE,c,CH,X,SG,s,2013,,0.0,W0,32.702445
AE,c,CH,X,SH,s,2013,,0.0,W0,96.222611
AE,c,CH,X,SI,s,2013,,0.0,W0,25.517378
AE,c,CH,X,SJ,s,2013,,0.0,W0,205.539846
AE,c,CH,X,SK,s,2013,,0.0,W0,2.775251
AE,c,CH,X,SL,s,2013,,10.362354,M2.2,7.885619
AE,c,CH,X,S,s,2014,,1577.997665,M8.2,1339.508671
AE,c,CH,X,SA,s,2014,,0.0,W0,0.070869
AE,c,CH,X,SB,s,2014,,0.0,W0,10.993106
AE,c,CH,X,SC,s,2014,,324.546755,M2.2,240.471842
AE,c,CH,X,SD,s,2014,,164.915682,M2.2,281.304391
AE,c,CH,X,SE,s,2014,,19.926434,M2.2,8.567523
AE,c,CH,X,SF,s,2014,,285.148811,M2.2,28.661688
AE,c,CH,X,SG,s,2014,,39.470066,M2.2,51.215688
AE,c,CH,X,SH,s,2014,,245.735001,M2.2,232.741107
AE,c,CH,X,SI,s,2014,,184.55338,M2.2,72.428236
AE,c,CH,X,SJ,s,2014,,226.783987,M2.2,392.101591
AE,c,CH,X,SK,s,2014,,79.793431,M2.2,15.789367
AE,c,CH,X,SL,s,2014,,7.124118,M2.2,5.163262
AE,c,CH,X,S,s,2015,,1666.060081,M1.3,1348.322836
AE,c,CH,X,SA,s,2015,,0.0,W0,0.029439
AE,c,CH,X,SB,s,2015,,0.0,W0,14.00783
AE,c,CH,X,SC,s,2015,,329.933419,M2.2,221.5533
AE,c,CH,X,SD,s,2015,,200.165526,M2.2,297.790313
AE,c,CH,X,SE,s,2015,,20.775269,M2.2,10.297448
AE,c,CH,X,SF,s,2015,,287.340033,M2.2,41.79074
AE,c,CH,X,SG,s,2015,,41.176479,M2.2,48.340446
AE,c,CH,X,SH,s,2015,,260.430256,M2.2,225.562707
AE,c,CH,X,SI,s,2015,,195.098771,M2.2,81.940792
AE,c,CH,X,SJ,s,2015,,237.547682,M2.2,378.921346
AE,c,CH,X,SK,s,2015,,85.966917,M2.2,22.790579
AE,c,CH,X,SL,s,2015,,7.625727,M2.2,5.297897
AE,c,CH,X,S,s,2016,,1785.291436,M1.3,1398.322454
AE,c,CH,X,SA,s,2016,,0.0,W0,0.051932
AE,c,CH,X,SB,s,2016,,0.0,W0,11.24035
AE,c,CH,X,SC,s,2016,,362.957194,M2.2,228.754292
AE,c,CH,X,SD,s,2016,,226.358425,M2.2,321.984903
AE,c,CH,X,SE,s,2016,,21.56171,M2.2,11.271447
AE,c,CH,X,SF,s,2016,,315.187964,M2.2,58.939546
AE,c,CH,X,SG,s,2016,,41.428218,M2.2,47.92132
AE,c,CH,X,SH,s,2016,,269.139179,M2.2,216.117637
AE,c,CH,X,SI,s,2016,,208.492082,M2.2,98.443739
AE,c,CH,X,SJ,s,2016,,238.687165,M2.2,361.983043
AE,c,CH,X,SK,s,2016,,93.56488,M2.2,35.933151
AE,c,CH,X,SL,s,2016,,7.914618,M2.2,5.681095
AE,c,CH,X,S,s,2017,,1880.032053,M1.3,1447.914901
AE,c,CH,X,SA,s,2017,,0.0,W0,0.073846
AE,c,CH,X,SB,s,2017,,0.0,W0,13.2538
AE,c,CH,X,SC,s,2017,,394.19542,M2.2,247.320099
AE,c,CH,X,SD,s,2017,,238.241148,M2.2,329.245357
AE,c,CH,X,SE,s,2017,,22.363748,M2.2,11.497845
AE,c,CH,X,SF,s,2017,,343.576937,M2.2,65.439914
AE,c,CH,X,SG,s,2017,,41.835747,M2.2,49.218653
AE,c,CH,X,SH,s,2017,,275.762798,M2.2,185.185907
AE,c,CH,X,SI,s,2017,,215.980494,M2.2,102.615142
AE,c,CH,X,SJ,s,2017,,241.306708,M2.2,401.984628
AE,c,CH,X,SK,s,2017,,98.731124,M2.2,36.300591
AE,c,CH,X,SL,s,2017,,8.037928,M2.2,5.779119
AE,c,CH,X,S,s,2018,,1894.494255,M1.3,1474.856884
AE,c,CH,X,SA,s,2018,,0.0,W0,0.041649
AE,c,CH,X,SB,s,2018,,0.0,W0,20.27167
AE,c,CH,X,SC,s,2018,,396.124421,M2.2,257.933602
AE,c,CH,X,SD,s,2018,,236.650521,M2.2,323.619231
AE,c,CH,X,SE,s,2018,,22.629811,M2.2,11.897555
AE,c,CH,X,SF,s,2018,,345.834468,M2.2,64.596223
AE,c,CH,X,SG,s,2018,,42.365174,M2.2,51.244341
AE,c,CH,X,SH,s,2018,,279.100515,M2.2,192.352504
AE,c,CH,X,SI,s,2018,,221.398342,M2.2,101.401802
